dates,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Cape_Verde,Cayman_Islands,Central_African_Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa_Rica,Cote_dIvoire,Croatia,Cuba,Cura̤ao,Cyprus,Czechia,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland_Islands_(Malvinas),Faroe_Islands,Fiji,Finland,France,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea_Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,North_Macedonia,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palestine,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Romania,Russia,Rwanda,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Vincent_and_the_Grenadines,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten,Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Korea,South_Sudan,Spain,Sri_Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor_Leste,Togo,Trinidad_and_Tobago,Tunisia,Turkey,Turks_and_Caicos_islands,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
2020-10-01,17,131,162,84,67,0,0,13477,491,62,15,1146,110,119,442,1436,0,371,3243,52,0,0,1,418,5,243,0,32058,0,0,286,0,2,0,0,1660,124,0,0,7,1691,20,5839,1,0,890,55,213,66,6,12,1076,28,534,0,0,309,1298,119,96,2,0,56,20,784,0,4,0,100,11889,124,14,0,448,2503,174,9,352,0,0,45,778,0,18,0,59,26,0,561,848,33,86821,4284,3582,4691,415,0,4991,1850,74,553,1,1776,299,151,46,614,172,0,95,1257,30,4,683,0,115,78,31,1,89,97,17,37,0,14,0,4446,1013,4,0,203,2470,172,948,125,1559,3293,0,12,0,1,201,191,0,126,0,543,426,576,0,669,3054,2391,1552,825,288,227,2158,8945,4,0,0,0,1,0,418,63,72,1,9,23,0,567,203,0,0,1767,77,0,11279,6,7,27,613,411,52,0,43,5,0,25,76,1308,1391,4,112,4069,1100,7108,0,38476,0,23,800,0,835,1,3,44,1
2020-10-02,5,157,160,0,142,0,0,14392,532,29,18,564,80,101,510,1508,0,388,3410,49,0,0,0,670,0,280,0,33413,0,0,263,28,3,1,0,1797,102,0,0,3,1759,21,5637,0,0,1156,31,234,73,22,17,5336,26,398,1,1,519,1537,119,98,0,0,79,18,730,0,5,0,111,13959,0,0,5,453,2673,0,5,411,0,0,62,663,0,48,38,48,0,0,802,1322,41,81484,4174,3825,4493,442,0,9078,2548,73,652,5,1276,228,184,43,494,215,0,44,1248,0,0,509,0,91,86,46,6,260,63,13,44,0,3,0,5053,1022,1,0,186,2391,160,1010,114,1911,3253,0,0,0,0,153,161,3,113,0,625,521,742,5,657,3061,2385,1967,854,312,199,2086,9412,3,0,0,0,0,0,492,37,111,0,7,19,14,797,175,0,5,1745,63,11,11173,2,4,14,689,550,47,3,42,6,0,25,25,1223,1407,3,158,4633,1158,6914,0,44985,5,13,457,0,759,0,5,43,12
2020-10-03,7,159,157,60,97,0,5,14001,543,35,17,872,144,97,429,1396,3,402,3721,34,0,0,1,405,0,226,0,36157,0,0,240,32,0,0,0,1777,79,0,16,8,1840,19,5660,0,0,1068,38,333,48,7,17,3796,44,536,0,0,622,950,149,0,15,6,57,21,890,0,0,0,101,11543,174,31,6,471,2563,0,14,460,0,0,67,681,0,35,0,35,26,0,698,1086,40,79476,4317,3552,4785,466,0,7731,2499,149,553,5,549,264,210,40,411,128,0,77,1291,44,0,370,1,172,114,39,4,287,44,25,65,0,6,0,5099,952,2,0,241,2521,91,1142,101,2722,3820,0,1,0,0,126,225,0,122,0,553,545,747,0,1041,3468,2599,2292,888,680,205,2343,9859,4,0,0,0,0,0,481,0,73,0,14,10,9,679,238,0,0,1749,75,0,10953,6,1,14,633,551,42,0,41,8,0,9,71,0,1442,1,204,4661,1181,6968,0,46293,3,15,0,0,907,1,1,28,8
2020-10-04,44,152,148,0,159,0,0,14687,571,0,8,830,108,112,507,1182,3,431,1709,54,0,0,0,503,0,263,0,33431,0,0,182,0,0,0,0,2124,91,2,0,0,1881,20,6192,5,0,1001,0,241,62,0,22,2554,23,370,1,0,576,817,109,183,0,17,70,9,872,0,1,0,40,16911,0,0,0,554,2279,112,6,267,0,0,82,658,0,0,0,39,0,0,671,858,63,75829,4007,3523,3672,605,1,7058,2843,91,571,2,1099,96,0,55,371,244,0,74,1321,0,4,722,2,125,0,36,0,317,67,14,66,0,0,0,4775,872,1,0,165,2663,70,978,92,2120,3963,0,5,0,3,160,239,0,0,0,632,406,620,1,885,3267,2652,2367,963,628,175,2064,10499,5,0,0,0,0,2,419,32,107,0,7,6,0,704,227,0,0,1883,64,11,12264,7,2,8,712,0,40,0,43,2,0,22,96,2509,1502,5,0,4140,1231,12871,0,49465,0,36,645,0,791,0,1,0,0
2020-10-05,81,149,141,0,0,0,1,11129,181,0,15,599,130,77,352,1125,0,443,1035,51,0,0,15,350,10,68,0,26310,0,0,69,66,1,2,37,1812,64,0,0,6,1708,25,6616,3,0,1353,56,258,29,0,13,1841,8,378,1,0,554,683,108,92,0,0,30,39,959,0,1,0,294,12545,0,0,4,578,1382,61,12,229,0,0,1,215,1,19,0,37,27,0,519,905,49,74442,3992,3653,3210,364,1,2593,2578,100,400,0,891,67,504,56,567,207,0,67,1002,0,1,628,3,104,0,29,3,293,65,14,57,0,9,4,4863,691,0,0,259,2044,147,1291,54,2253,4000,0,1,0,0,58,188,0,0,2685,644,420,691,0,768,3421,3167,1934,0,300,159,0,10888,14,0,0,0,0,0,390,43,59,0,10,12,0,818,168,0,152,1573,73,0,6829,76,0,25,461,0,37,0,40,5,0,14,32,0,1429,0,317,3774,1041,22961,0,49036,0,25,438,0,826,0,0,222,30
2020-10-06,64,144,134,260,160,0,0,7668,406,81,13,1268,97,43,454,1442,3,401,5249,65,0,0,1,299,10,144,0,8456,0,0,283,13,0,0,49,1685,73,0,5,6,1567,24,6905,0,0,1225,36,138,36,53,23,3120,18,377,2,0,574,305,98,89,7,0,10,10,618,0,1,0,164,4813,264,11,0,549,2639,0,4,300,0,0,53,219,0,46,0,88,0,0,841,818,59,61267,3622,3902,3808,519,0,2937,2257,117,308,0,1824,328,22,0,567,164,0,40,1175,0,6,1031,3,100,216,12,8,432,37,5,47,0,3,2,3712,322,1,1,192,1423,0,987,28,2440,4572,0,3,0,0,120,83,2,308,544,467,521,633,1,730,3184,2265,3940,1638,630,194,3426,11615,1,0,0,0,1,0,379,28,51,0,0,7,11,353,76,0,0,926,75,8,5086,262,8,17,156,1540,45,1,39,10,0,10,25,2312,1603,0,157,4348,932,12593,0,36136,1,23,338,0,788,1,0,37,10
2020-10-07,62,158,129,0,0,0,0,11242,672,15,25,549,143,107,360,1499,1,394,5687,8,54,0,1,239,4,261,0,11946,0,0,436,0,1,0,0,2804,85,0,3,15,1560,18,7106,0,0,722,0,287,38,10,29,4456,11,322,2,0,317,717,121,95,0,0,42,19,566,0,0,0,227,10476,0,0,19,508,2828,0,0,399,0,0,65,688,0,63,0,95,0,0,391,816,101,72049,4056,4151,4172,424,2,5721,2677,97,496,10,1537,358,137,75,676,298,0,68,1261,0,0,1045,1,81,54,0,2,691,54,6,68,0,0,8,3417,831,1,1,218,2553,0,1252,19,1551,4517,0,3,79,0,118,223,0,147,834,624,475,633,0,533,1830,2071,2236,427,432,251,2121,11115,6,0,0,0,0,1,477,19,120,4,8,11,7,320,194,0,0,1027,114,14,8785,519,0,13,374,699,46,3,40,15,0,17,52,0,1511,0,117,4753,1061,14542,0,38920,0,10,382,0,683,1,6,81,17
2020-10-08,68,162,121,198,333,0,1,14740,718,14,8,947,182,73,456,1520,3,415,6803,39,0,0,4,361,2,364,0,41906,0,0,437,30,0,1,236,2363,106,0,0,13,1134,24,7650,0,0,1013,18,363,15,14,21,5338,15,331,0,0,777,1475,133,103,0,0,56,19,892,0,1,0,120,17932,130,7,0,472,4058,0,5,406,0,0,50,834,0,0,0,0,19,0,642,932,91,78524,4538,4019,3923,609,1,4724,3677,82,477,7,1199,348,321,49,475,245,0,67,1459,44,0,779,0,117,140,63,7,489,35,15,64,0,0,0,4476,1062,3,0,279,2776,298,1400,41,3439,4979,0,3,0,0,155,317,0,180,817,583,510,683,0,932,2930,2804,3003,944,31,238,2958,11493,10,0,1,0,1,0,468,0,121,1,10,10,3,877,356,0,0,0,69,1,12120,207,2,11,786,1074,47,3,41,7,0,17,58,2357,1581,0,178,5397,1046,14162,0,38904,1,22,326,0,679,1,2,54,4
2020-10-09,77,169,138,0,95,0,0,16447,614,25,24,1221,191,81,490,1441,0,477,6588,67,0,1,0,238,1,454,47,31553,0,0,516,25,0,1,0,1800,93,0,0,11,1576,40,7875,0,29,1355,79,542,19,29,21,5397,18,446,0,1,724,1514,121,105,10,7,45,15,902,0,1,0,296,18104,0,0,8,527,4516,118,8,434,1,0,66,776,1,38,0,104,16,0,498,1176,95,70496,4850,4392,3522,502,0,4165,4458,82,619,3,1317,335,271,33,698,275,0,109,1367,84,6,1076,6,142,100,21,6,375,86,25,75,0,0,0,4462,1121,2,0,362,2929,145,1012,67,4364,5813,0,2,0,0,103,364,0,228,664,661,416,698,8,788,2733,2232,4280,1278,526,213,3130,12126,2,0,0,0,0,7,421,49,151,0,6,9,9,1037,387,0,0,3649,54,12,12270,29,3,14,831,1169,62,3,42,6,0,9,11,0,1615,0,182,5804,1089,17540,0,52458,1,29,328,0,608,1,1,77,32
2020-10-10,10,167,146,128,73,0,3,15454,649,17,23,1181,215,151,438,1278,0,489,7789,63,0,2,2,263,0,390,0,27750,0,0,612,19,2,1,0,2436,92,1,1,12,1753,26,8496,4,0,1331,0,457,26,27,33,8617,13,482,0,0,585,0,106,109,0,0,49,12,865,0,0,0,235,20120,334,0,7,519,4721,40,7,391,1,0,55,455,0,53,0,37,0,0,512,1374,106,73272,4094,4142,3214,617,0,3755,5372,90,594,2,1246,352,442,79,635,307,0,137,1426,0,0,318,2,133,141,22,4,354,66,13,100,0,0,0,5263,918,4,0,203,3445,103,1461,48,2059,5959,0,4,0,0,151,386,0,209,0,671,498,754,1,881,2952,2901,4739,1394,598,206,3186,12846,5,0,0,0,14,1,407,23,173,0,2,10,1,1184,363,0,0,1641,72,0,13777,35,9,25,834,1485,50,0,40,6,0,0,76,3137,1629,0,96,5728,1075,13864,0,54232,2,20,329,0,615,5,1,38,43
2020-10-11,96,165,136,0,215,0,0,15099,715,0,15,901,233,91,427,1203,2,552,4310,54,0,0,0,257,0,428,0,27444,0,0,0,0,7,0,0,2558,104,6,0,17,1826,27,8121,0,0,1225,54,486,5,0,35,4633,6,444,0,0,557,1783,125,0,1,9,37,16,767,0,0,0,269,26675,0,0,0,523,3483,0,16,306,0,0,67,609,0,42,23,29,6,0,880,1068,87,74383,4294,3875,2344,1011,0,2963,5724,196,679,6,1235,108,538,80,492,306,0,89,1388,0,3,1026,0,205,0,26,8,374,51,25,95,0,0,0,5263,929,0,0,223,3443,102,2158,62,5008,6493,0,1,0,0,111,392,2,0,0,666,281,787,0,959,4741,2156,5300,1646,472,178,3517,13634,2,0,1,0,0,0,405,0,168,0,5,7,0,1887,380,0,102,2364,58,16,14671,105,3,14,783,0,57,0,43,2,0,28,80,1297,1649,0,0,4769,1129,15165,0,57828,0,25,332,0,677,2,0,76,0
2020-10-12,71,168,132,0,120,0,0,12414,370,0,20,1298,230,68,327,1193,1,511,2403,69,0,0,3,237,2,302,0,26749,0,0,531,0,1,0,0,2062,159,1,0,13,1776,28,8447,4,0,1386,0,508,30,0,0,3103,0,340,1,0,463,0,129,245,0,0,19,9,866,0,0,0,149,16101,0,0,0,478,2467,18,8,280,0,0,22,171,0,26,0,47,22,0,594,913,66,66732,4497,3822,2206,814,0,916,5456,159,435,0,928,74,388,49,548,298,0,74,1010,0,7,1109,0,159,0,16,0,561,35,13,68,0,27,0,4577,389,1,1,288,2563,157,1910,45,2071,6368,0,0,0,1,163,382,0,0,1761,385,422,825,4,703,2733,2415,4178,1090,307,207,2880,13592,4,0,0,0,0,7,323,0,102,0,0,10,0,1054,411,0,17,1575,97,10,8671,124,6,17,509,0,45,0,42,5,0,5,0,0,1502,1,263,4419,1096,12872,0,53055,1,17,311,0,757,2,1,43,17
2020-10-13,58,171,153,299,122,0,0,10324,745,44,22,608,122,55,334,1472,2,464,9735,35,0,0,0,111,0,189,1820,12342,0,0,587,39,4,0,173,1685,83,0,1,4,1517,26,8569,0,0,1051,118,181,22,51,61,4311,27,389,2,0,366,487,132,0,3,0,18,14,841,0,0,0,214,8295,497,45,4,569,4122,0,9,294,0,0,92,111,0,40,0,64,0,7,935,1285,56,55342,3267,4206,3107,823,1,1646,4619,95,326,0,1147,404,73,68,777,343,0,95,1056,38,0,1164,11,126,371,8,3,563,49,10,94,0,4,9,3175,467,2,2,462,1357,87,1340,53,4047,6844,0,1,0,0,164,176,0,303,685,531,395,647,11,697,3283,3475,4394,1249,563,206,2069,13868,9,0,0,0,0,0,348,79,67,0,6,4,11,504,167,0,0,888,102,11,6714,92,0,16,161,4057,56,3,38,2,1,9,58,2234,1614,0,63,5133,1064,13972,0,45325,0,26,329,0,684,1,0,91,10
2020-10-14,66,182,174,0,192,0,0,9524,1058,3,31,1171,277,85,324,1537,0,526,12577,38,85,0,4,121,0,339,0,8429,0,0,785,0,0,0,108,975,99,0,0,13,1392,28,7767,1,38,733,29,372,17,2,0,8326,4,290,2,0,165,856,139,284,0,0,25,13,582,0,0,0,287,12981,0,0,4,680,5132,92,1,408,0,1,96,554,0,72,0,52,5,0,332,920,86,63509,3906,4108,3921,808,0,3169,5898,97,467,30,2054,269,320,98,844,330,0,75,1245,0,2,836,6,118,109,28,3,660,50,1,111,0,11,0,3542,657,5,2,319,3185,170,1123,11,3556,7368,0,2,72,0,225,80,0,115,638,615,516,489,0,669,1800,1897,5068,1208,306,214,3109,14231,3,0,0,0,6,0,474,15,152,0,3,4,0,531,399,0,0,1178,73,0,6222,194,6,7,637,1439,52,0,37,9,0,23,15,0,1632,0,81,5590,1315,17232,0,46308,0,19,325,0,619,3,1,0,15
2020-10-15,32,203,0,195,166,0,1,13305,1371,32,24,1606,369,28,349,1684,2,597,12293,16,0,1,3,227,0,479,0,10220,1,1,819,14,0,0,0,4042,117,0,0,8,1092,12,5015,0,0,1015,34,748,18,34,83,9543,63,492,12,0,654,912,128,286,2,0,39,19,712,0,1,0,204,21696,322,9,8,919,6638,29,13,435,0,0,75,714,0,54,0,44,21,0,439,950,89,67708,4127,4830,3857,1084,0,2336,7332,79,570,5,2423,274,602,80,532,388,0,102,1226,28,0,855,0,139,190,0,2,660,69,55,112,0,0,0,4295,1149,7,0,221,3387,134,888,69,2638,7271,0,2,0,4,179,443,0,152,563,755,532,494,13,853,2803,1823,6526,2072,976,198,4016,13754,32,0,0,0,0,0,501,24,245,1,6,5,9,1410,707,0,0,1877,110,9,12224,130,0,14,916,2808,57,0,39,13,0,0,11,0,1671,0,124,5062,1431,19724,0,46309,3,24,316,0,635,9,0,67,19
2020-10-16,47,257,378,0,250,0,0,14932,1465,26,21,1396,530,194,333,1600,5,613,11818,34,0,0,0,219,0,578,203,27235,0,0,914,41,2,0,0,2506,73,4,0,21,1124,37,6061,0,0,1542,40,793,27,26,51,9720,0,430,3,1,404,1277,118,295,0,8,33,18,739,0,2,0,291,30553,0,0,0,887,7334,25,17,452,0,0,86,671,0,67,4,24,0,7,606,1293,80,63371,4411,4616,3587,1186,2,2117,8803,78,721,3,2459,258,602,77,746,431,0,114,1418,0,0,1169,22,255,214,0,7,589,51,16,122,0,20,0,4056,652,5,0,233,3317,145,1026,34,3749,7779,0,4,0,0,148,534,3,162,520,593,442,832,0,648,2977,2162,8099,2101,569,200,4013,15150,13,0,2,0,9,0,472,17,203,0,8,3,10,1929,746,1,0,1770,47,10,16236,76,3,11,968,2606,48,5,38,4,0,24,27,0,1693,0,48,5992,1398,18978,0,59106,1,51,309,0,614,2,0,43,20
2020-10-17,68,289,221,187,126,0,0,17096,1540,30,9,1691,509,132,371,1527,3,658,13477,63,0,0,0,178,0,618,0,28523,0,0,998,8,5,0,0,2345,82,0,0,11,1694,24,6823,0,0,1372,0,1131,56,28,198,11102,0,418,6,0,384,1299,126,204,0,0,37,13,665,0,2,0,139,24724,224,12,0,958,7830,22,15,503,0,0,100,666,0,107,0,31,17,0,631,1791,92,62212,4301,4552,3501,998,0,1612,10009,65,632,3,1539,301,437,104,729,470,0,148,1366,0,5,0,18,281,227,60,6,629,41,0,204,0,18,3,5514,784,2,0,84,3498,75,1137,112,4392,7978,0,3,0,4,212,437,0,183,0,641,397,755,0,751,2789,3052,7705,2608,327,189,4026,14922,12,0,1,1,3,3,433,20,265,0,2,9,8,2075,834,0,0,2019,73,0,17359,110,0,11,902,3087,56,0,40,10,0,31,40,5752,1812,0,217,6410,1412,15635,0,63044,2,29,325,0,464,0,2,0,24
2020-10-18,59,273,205,0,240,0,1,16546,1694,0,12,2040,528,111,246,1209,1,671,7995,46,0,0,9,243,0,713,0,30914,0,0,603,31,6,0,0,2374,112,8,0,4,1813,30,8372,0,0,1196,18,1096,52,0,0,8715,65,500,3,0,475,763,138,191,2,3,35,19,600,0,1,0,160,32427,0,0,5,1192,5587,0,13,482,0,2,79,597,0,116,0,52,0,0,602,1474,69,61871,4301,4103,3221,1251,0,1501,10925,63,593,1,1505,153,616,148,739,554,0,188,1068,0,0,945,22,228,0,0,10,869,24,11,142,0,0,0,6751,792,5,0,139,3763,95,1387,48,3167,8105,0,3,0,0,113,594,6,0,0,567,312,615,3,886,2677,2588,9622,2153,238,235,3952,15099,6,0,1,2,0,0,359,0,227,0,2,3,0,1968,898,0,0,1928,91,25,18111,121,11,19,1179,0,46,0,41,7,0,22,47,0,1723,1,121,5231,1538,16171,0,69834,0,33,315,0,289,2,0,130,11
2020-10-19,87,281,199,0,160,0,6,13510,766,0,7,1062,647,75,331,1274,0,635,4289,47,0,0,2,148,0,559,0,24062,0,0,395,7,7,0,65,2215,114,0,1,14,1757,17,7017,0,0,1166,48,819,50,0,265,5058,6,451,7,0,422,867,127,210,0,0,26,15,703,0,2,0,131,29833,0,0,0,1186,4325,59,14,438,0,0,58,332,0,40,0,38,0,0,903,1478,57,55722,4105,3890,3110,1284,0,411,11705,79,471,0,1520,130,685,137,663,482,0,58,1002,0,3,1159,7,252,175,0,5,871,32,9,109,0,5,0,5447,398,5,4,118,2721,159,1150,30,2942,8439,0,0,0,1,133,427,0,0,1657,440,389,609,0,533,3132,2280,8536,1856,643,204,3920,15982,3,0,0,0,0,1,348,50,214,0,3,7,0,1567,728,0,0,1662,76,5,11867,63,13,10,697,0,44,5,38,5,0,8,40,2185,1815,1,135,4766,1215,16981,0,52508,6,51,306,0,531,8,1,64,37
2020-10-20,88,295,214,246,207,0,0,10561,1234,37,9,1054,331,70,322,1637,3,592,15560,38,0,0,3,61,0,545,0,10982,0,0,1024,6,1,2,64,1827,48,0,2,11,1545,39,7201,6,0,929,1,393,38,71,43,8077,46,452,10,0,320,134,123,0,4,0,7,8,723,0,0,0,131,12944,813,3,6,1194,6868,140,13,432,0,0,78,239,0,0,14,24,0,0,841,989,46,46790,3373,4251,4044,1031,0,922,9337,47,353,0,1364,363,195,118,686,384,0,44,995,0,1,957,3,205,242,0,3,865,22,19,134,0,13,0,4119,252,3,0,180,2117,214,1180,33,3790,7720,0,1,0,1,118,160,0,320,641,618,543,638,0,709,3126,2551,7482,1949,657,240,2466,16319,18,0,3,0,5,0,381,14,122,0,1,4,16,860,537,0,0,1461,58,0,8192,87,0,7,321,8932,57,0,40,9,0,14,16,1723,2026,0,101,5469,915,18803,0,46378,0,30,307,0,347,6,0,44,12
2020-10-21,0,301,223,0,220,0,0,12982,1836,12,31,1803,584,150,309,1380,0,619,19265,20,61,3,1,119,0,726,367,15383,0,0,1336,19,0,1,0,3289,101,2,0,9,1173,19,6311,2,0,632,18,890,47,7,152,11984,0,529,30,0,306,692,158,309,0,27,42,12,630,0,3,1,294,20424,0,0,0,1351,7595,0,6,667,0,0,127,620,0,20,0,31,51,0,946,1423,92,54044,3602,5039,3920,1263,0,1517,10871,53,453,18,2035,322,571,130,886,549,0,115,1392,0,3,0,22,202,353,0,1,862,39,4,155,0,13,14,3699,656,3,2,164,3254,110,1297,41,3093,8149,0,25,65,1,72,408,2,147,439,0,513,436,0,728,2201,1606,9291,1876,693,273,3400,15700,4,0,0,1,5,0,385,27,326,0,5,6,3,705,794,0,26,1050,89,23,15455,186,4,3,771,3008,46,3,41,9,0,33,1,1442,1894,0,97,6719,1077,21330,0,59018,0,29,273,0,525,1,1,85,28
2020-10-22,49,297,252,188,289,0,3,18735,2306,21,14,2355,714,128,374,1545,0,733,17485,53,0,0,1,147,0,928,0,23227,0,0,1472,0,1,0,0,2251,132,0,4,5,1159,23,8256,0,0,847,21,1424,63,8,127,14969,26,630,13,0,425,1510,178,145,0,0,44,5,628,0,0,0,222,25847,551,17,2,1595,11287,89,31,865,0,0,81,196,2,97,0,31,3,0,851,2032,37,55839,4267,5616,3667,1166,0,1193,15199,71,591,9,2580,365,497,124,813,547,1,188,1241,0,1,719,13,311,430,0,3,732,45,17,111,0,4,0,5788,833,2,1,155,3577,141,1194,39,5743,8738,0,2,0,2,37,640,0,168,451,660,569,558,0,621,3242,1468,10040,2535,187,266,4848,15971,16,0,2,0,2,2,405,25,512,1,1,12,6,2202,1508,0,0,2055,121,2,20706,167,0,11,1290,5596,44,1,39,10,0,16,35,1322,2013,0,145,7053,1538,26687,0,60155,2,63,325,0,483,4,0,18,28
2020-10-23,116,302,266,0,244,0,0,15928,2474,14,22,2570,825,84,304,1696,2,738,17687,51,0,0,4,191,0,1003,0,24818,0,1,1595,15,2,0,0,2672,89,1,0,6,1494,33,7561,0,0,1503,27,1563,53,25,188,14150,19,760,10,0,475,826,177,142,2,0,76,9,575,0,2,0,184,41536,0,0,2,1759,11242,77,13,882,1,0,87,757,0,0,0,54,0,0,846,2066,38,54366,4432,5471,3899,1054,0,1172,16078,155,614,5,2821,329,1068,159,889,582,0,161,1368,90,0,995,26,424,662,0,10,847,42,12,121,0,0,0,6845,777,8,1,189,4151,228,1312,54,3637,9268,0,9,0,1,138,637,0,193,353,736,506,696,2,746,2767,1645,12107,3270,207,252,4902,17340,5,0,4,0,6,0,401,24,416,3,3,8,7,1728,1668,1,7,2156,155,4,22926,309,5,6,1570,4968,43,4,40,8,0,19,59,1585,2102,0,108,7517,1578,21238,0,63361,6,40,298,0,391,3,0,35,27
2020-10-24,61,306,273,227,247,0,0,16325,2213,20,18,3442,803,133,363,1586,0,787,18876,58,0,2,0,217,0,1178,314,24858,0,0,1589,12,2,1,0,2788,76,0,0,13,1775,32,8570,0,97,1191,15,1867,58,19,160,15258,25,859,6,4,0,0,170,159,3,9,53,17,536,0,0,0,219,41825,698,18,0,1941,14714,63,9,841,0,0,84,730,5,34,0,27,20,0,431,1820,40,53370,4369,6134,3785,785,0,1032,19143,38,697,3,2489,315,631,169,812,556,0,250,1534,11,8,764,42,441,518,0,11,710,33,0,115,0,24,14,6612,688,14,0,194,3685,189,1357,41,4499,9983,0,11,0,0,77,518,0,268,0,736,513,792,0,707,2991,1911,13632,2899,1947,249,5028,16521,35,0,6,5,17,3,383,17,579,0,3,10,7,2581,1662,0,0,1897,77,2,23610,866,0,4,1666,6592,52,2,42,4,0,23,54,1606,2165,1,122,7014,1563,20531,0,72342,3,38,290,0,381,0,3,60,15
2020-10-25,81,302,0,0,197,0,0,15718,2314,0,15,2989,792,0,401,1094,3,0,11557,55,0,0,4,167,0,1258,0,30026,0,0,1043,11,1,0,0,2584,124,3,0,11,1636,22,8672,13,0,1210,0,2242,55,0,130,12474,0,789,2,1,1145,3163,167,164,0,0,51,16,629,0,0,0,178,45388,0,0,0,1928,11176,89,11,935,0,0,34,730,0,0,0,83,16,0,373,3149,86,50129,4070,5814,3204,847,0,849,19640,32,699,4,1820,166,947,166,695,606,0,259,1427,0,2,990,10,474,862,158,2,1228,30,32,122,0,0,0,6604,833,1,9,292,4045,147,1423,78,2225,8639,0,1,0,0,48,403,0,0,0,847,410,639,0,733,3240,2020,13628,3669,296,254,4761,16710,8,0,4,0,25,2,395,18,757,0,2,14,0,2890,1964,0,0,1834,61,5,24765,368,9,1,1868,0,40,0,41,5,0,0,41,1994,2091,0,134,0,1491,23012,0,82630,0,58,277,0,0,12,0,22,12
2020-10-26,65,299,0,0,355,0,2,11968,973,0,21,2766,946,142,280,1308,3,1656,4895,56,0,0,2,167,0,1136,0,26979,0,0,327,7,1,0,223,2227,74,0,1,3,1521,26,8769,0,0,1262,65,2421,32,0,101,7300,39,945,6,0,509,2021,143,0,0,0,60,7,485,0,0,0,196,52010,0,0,1,1872,8685,0,19,790,0,1,41,155,0,0,0,34,11,0,842,2316,54,45148,3732,6191,2554,1020,0,246,21273,44,540,0,2337,152,931,186,708,420,0,211,1484,6,0,1639,25,606,491,0,3,823,84,0,80,0,1,0,6025,414,10,1,332,3020,91,986,81,2856,10194,0,5,0,0,62,560,0,0,1095,839,453,649,5,784,3098,2209,11742,2577,1223,205,3855,17347,6,0,2,0,0,0,323,8,614,0,1,5,0,3042,1673,0,44,1622,119,0,15328,351,0,11,1477,0,49,0,40,7,0,0,16,0,2017,2,146,11514,1359,19790,0,82626,0,48,280,0,726,8,0,0,7
